main_category,title,average_rating,rating_number,features,description,price,images,videos,store,categories,details,parent_asin,bought_together,subtitle,author
All Beauty,Nivea Deo Roll On - Fresh Comfort - 50 Mililiter,4.3,2194,"['Protects against perspiration and bad odors'
 'Cotton fragrance mild skin care'
 'Skin compatibility dermatologically tested' 'without aluminum'
 'without ethyl alcohol']",['The deodorant deodorant from Nivea protects you against perspiration and odors. It smells of delicate cotton fragrance and maintains the skin particularly mild.'],8.98,"{'hi_res': array([None, None], dtype=object), 'large': array(['https://m.media-amazon.com/images/I/31Bnq5+mlCL.jpg',
       'https://m.media-amazon.com/images/I/31Bnq5+mlCL.jpg'],
      dtype=object), 'thumb': array(['https://m.media-amazon.com/images/I/31Bnq5+mlCL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/31Bnq5+mlCL._SS40_.jpg'],
      dtype=object), 'variant': array(['MAIN', 'PT01'], dtype=object)}","{'title': array(['The Best Affordable Deodorant Nivea Black & White Review',
       'Nivea Pearl Beauty Roll On For Women Review',
       'Nivea Invisible for Black & White Clear Deodorant Review'],
      dtype=object), 'url': array(['https://www.amazon.com/vdp/08f2e6633a5b4b77b33a0ea33c2471f4?ref=dp_vse_rvc_0',
       'https://www.amazon.com/vdp/02fc91efd84947339a889f64ebc492f1?ref=dp_vse_rvc_1',
       'https://www.amazon.com/vdp/087c634d69fd4aabaadceef55e21ea38?ref=dp_vse_rvc_2'],
      dtype=object), 'user_id': array(['/shop/mariafernandavegaespino', '',
       '/shop/mariafernandavegaespino'], dtype=object)}",NIVEA,[],"{""Brand"": ""NIVEA"", ""Scent"": ""Fresh"", ""Material Type Free"": ""Aluminum Free"", ""Number of Items"": ""1"", ""Unit Count"": ""1.69 Fl Oz"", ""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""4.49 x 1.77 x 1.77 inches; 2 Ounces"", ""UPC"": ""000042283393"", ""Manufacturer"": ""Beiersdorf""}",B01GBAMZEQ,,,
All Beauty,"Annie 04620 Premium Deluxe, Sleeping Cap/Silver and Black, X-Large",3.7,22,['100% quality product' 'Perfect for styling' 'High design'],[],5.99,"{'hi_res': array([None], dtype=object), 'large': array(['https://m.media-amazon.com/images/I/51ZVg7bs7HL.jpg'],
      dtype=object), 'thumb': array(['https://m.media-amazon.com/images/I/51ZVg7bs7HL._SS40_.jpg'],
      dtype=object), 'variant': array(['MAIN'], dtype=object)}","{'title': array([], dtype=object), 'url': array([], dtype=object), 'user_id': array([], dtype=object)}",Annie,[],"{""Product Dimensions"": ""4.75 x 0.5 x 8 inches; 1.6 Ounces"", ""Item model number"": ""0705372046204, 0785927309886"", ""UPC"": ""705372046204"", ""Manufacturer"": ""Annie""}",B00OTJ2W18,,,
All Beauty,"Crest Whitestrips Dental Whitening System, 56 Strips",3.6,80,"['One package containing 56 dental strips'
 'Coated with a gel that contains hydrogen peroxide, the same enamel-safe ingredient dentists use for teeth whitening'
 'Guaranteed to give you whiter teeth in just two weeks'
 'Each box contains 56 strips: 28 for upper teeth, 28 for lower teeth'
 'Clinically proven to give you whiter teeth for 12 months when worn just 30 minutes, twice a day']","['Crest Whitestrips are the easy way to get whiter teeth in just 2 weeks. These thin, flexible strips conform to the shape of your teeth, and are coated with a gel that contains hydrogen peroxide, the same enamel-safe ingredient used by dentists for teeth whitening. Wear Crest Whitestrips just 30 minutes, twice a day. Simply place the gel side of each strip against your front teeth and fold the rest of the strip behind your teeth to keep it in place. In two weeks you will have noticeably whiter teeth. New clinical results prove whiter teeth for 12 months. Each box contains 56 strips: 28 for upper teeth, 28 for lower teeth. The secret to a whiter smile is in the strip - Guaranteed.']",None,"{'hi_res': array([None, None], dtype=object), 'large': array(['https://m.media-amazon.com/images/I/51H1NVislOL.jpg',
       'https://m.media-amazon.com/images/I/31XXW0F56QL.jpg'],
      dtype=object), 'thumb': array(['https://m.media-amazon.com/images/I/51H1NVislOL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/31XXW0F56QL._SS40_.jpg'],
      dtype=object), 'variant': array(['MAIN', 'PT01'], dtype=object)}","{'title': array([], dtype=object), 'url': array([], dtype=object), 'user_id': array([], dtype=object)}",Crest,[],"{""Brand"": ""Crest"", ""Item Form"": ""Strip"", ""Number of Items"": ""1"", ""Included Components"": ""Whitening Strip"", ""Item Dimensions LxWxH"": ""4.9 x 4.8 x 2 inches"", ""Is Discontinued By Manufacturer"": ""Yes"", ""Product Dimensions"": ""4.9 x 4.8 x 2 inches; 2.4 Ounces"", ""Item model number"": ""36367"", ""UPC"": ""037000416616 037000339472 037000404347 037000363675 037000394990"", ""Manufacturer"": ""Crest Whitestrips""}",B000067E30,,,
All Beauty,SHIONLE - Semi Matte Air Lipstick: Creamy semi matte lipstick | Long Lasting | Great Coverage | Creamy Texture | 06 CRUSH BERRY | 3.3g,3.4,14,[],[],None,"{'hi_res': array(['https://m.media-amazon.com/images/I/6166dyqIlTL._SL1000_.jpg',
       'https://m.media-amazon.com/images/I/61-PvbxzbnL._SL1000_.jpg',
       'https://m.media-amazon.com/images/I/61BfQG3N7HL._SL1000_.jpg',
       'https://m.media-amazon.com/images/I/61E28QR3TOL._SL1000_.jpg',
       'https://m.media-amazon.com/images/I/61q0LZ-91AL._SL1000_.jpg',
       'https://m.media-amazon.com/images/I/71+Pl5JVDiL._SL1000_.jpg',
       'https://m.media-amazon.com/images/I/61qdRHJW6XL._SL1000_.jpg'],
      dtype=object), 'large': array(['https://m.media-amazon.com/images/I/410qicJx22L.jpg',
       'https://m.media-amazon.com/images/I/51Zc9ymlqfL.jpg',
       'https://m.media-amazon.com/images/I/41A5YTt1KaL.jpg',
       'https://m.media-amazon.com/images/I/51kmHT+cWcL.jpg',
       'https://m.media-amazon.com/images/I/51WuMBPFqaL.jpg',
       'https://m.media-amazon.com/images/I/51B9HZqs97L.jpg',
       'https://m.media-amazon.com/images/I/51lueIPaJ3L.jpg'],
      dtype=object), 'thumb': array(['https://m.media-amazon.com/images/I/410qicJx22L._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51Zc9ymlqfL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/41A5YTt1KaL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51kmHT+cWcL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51WuMBPFqaL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51B9HZqs97L._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51lueIPaJ3L._SS40_.jpg'],
      dtype=object), 'variant': array(['MAIN', 'PT01', 'PT02', 'PT03', 'PT04', 'PT05', 'PT06'],
      dtype=object)}","{'title': array([], dtype=object), 'url': array([], dtype=object), 'user_id': array([], dtype=object)}",SHIONLE,[],"{""Brand"": ""SHIONLE"", ""Skin Type"": ""All"", ""Item Form"": ""Cream"", ""Finish Type"": ""Matte"", ""Product Benefits"": ""Long Lasting,Moisturizing"", ""Product Dimensions"": ""1 x 3 x 1 inches; 0.12 Ounces""}",B08D4X4W22,,,
All Beauty,"Yes To Face Wipes for Women and Men, Sensitive Facial Cleansing Wipes for use as a Make Up Remover, Cleaning, Soothing, Cucumbers Aloe Vera (Pack of 2)",4.5,4127,"['DERMATOLIGIST TESTED TO LEAVE YOU REFRESHED whether you’re out and about, going for a run, or having a late night, these pre-moistened facial wipes make it a snap to refresh on-the-go.'
 'DESIGNED FOR SENSITIVE SKIN to gently remove dirt, sweat and makeup without the need to rinse, leaving your skin feeling clean and renewed.'
 'FORMULATED WITH CUCUMBERS that helps calm skin and reduce the appearance of redness, Green Tea for its soothing properties, and Aloe, that absorbs easily and helps to improve skin hydration.'
 'HOW TO USE: Gently wipe face and neck to cleanse skin and remove makeup. No need to rinse. Or to refresh skin while on the go, gently pat on face to remove dirt and excess oil. As easy as that!'
 'OVER 95% NATURAL INGREDIENTS of consciously created skincare made just for you. Formulated without Parabens, SLS and Silicones! Cruelty-Free & Leaping bunny certified which means no testing on animals leaving you confident in your trusted beauty brand.']","[""Yes To Cucumbers Hypoallergenic Facial Wipes gently remove dirt, sweat and makeup (eye makeup too!) without the need to rinse. Whether you're out and about, going for a run, or having a late night, these wipes make it a snap to refresh on-the-go. Packed with green superfoods these all-natural, biodegradable wipes naturally refresh and rejuvenate all-in-one. Stay gorgeous, and go from zero to clean in seconds! Snap up the lid and snatch out a towelette! Gently glide across your face and neck. Feel refreshed? You should- your skin is clean, revitalized and nourished- in just a snap! These 95% natural, oil-free, non-comedogenic, hypoallergenic wipes are made with compostable, FSC certified fabric. They are petroleum free, SLS free, paraben free, and cruelty-free. Say Yes to Cucumbers Hypoallergenic Facial Wipes! These 2 pack wipes are specifically sold by the manfucaturer. We can&rsquo. INGREDIENTS Water, Glycerin, Cucumis Sativas (Cucumber) Extract, Aloe Barbadensis (Aloe) Extract, Camellia Sinensis (Green Tea) Extract, Sodium Chloride (Sea Salt), Carpylyl/Capryl Glucoside, Guar Hydroxypropyltrimonium Chloride, Polyglyceryl-4 Caprate, Caprylic/Capric Triglyceride, Sodium Benzoate, Potassium Sorbate, Citric Acid, Phenoxyethanol, Fragrance.""]",10.58,"{'hi_res': array(['https://m.media-amazon.com/images/I/61Ia29dQhkS._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/71mLS05tl-S._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/71Orypf0T3S._SL1500_.jpg'],
      dtype=object), 'large': array(['https://m.media-amazon.com/images/I/413cWmeOTMS.jpg',
       'https://m.media-amazon.com/images/I/41fkfTxudxS.jpg',
       'https://m.media-amazon.com/images/I/51BbWGx8JPS.jpg'],
      dtype=object), 'thumb': array(['https://m.media-amazon.com/images/I/413cWmeOTMS._SS40_.jpg',
       'https://m.media-amazon.com/images/I/41fkfTxudxS._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51BbWGx8JPS._SS40_.jpg'],
      dtype=object), 'variant': array(['MAIN', 'PT01', 'PT02'], dtype=object)}","{'title': array(['Our Point of View on Yes To Hypoallergenic Facial Wipes',
       'Soothing Cucumber Routine', '2021 Brand Video',
       'Amazing wipes for babies! ',
       'Honest Cleanse Benefit Wipes | Cleansing Multi-Tasking Wipes'],
      dtype=object), 'url': array(['https://www.amazon.com/vdp/0540356f0e734d1091e383be2e9970d4?ref=dp_vse_rvc_0',
       'https://www.amazon.com/vdp/0ef98bf8e1ab4b7ba96922b72b2b5006?ref=dp_vse_rvc_1',
       'https://www.amazon.com/vdp/642a4d8906e94c32b91ce1bed5f6a4b9?ref=dp_vse_rvc_2',
       'https://www.amazon.com/vdp/07cc73856b944e19bde0175e4ef6231a?ref=dp_vse_rvc_3',
       'https://www.amazon.com/vdp/0199ee265dc74a55a7d404f715ed094e?ref=dp_vse_rvc_4'],
      dtype=object), 'user_id': array(['/shop/influencer-20a38664', '', '', '/shop/influencer-9730bda5',
       ''], dtype=object)}",Yes To,[],"{""Brand"": ""Yes To"", ""Skin Type"": ""Sensitive"", ""Material Feature"": ""Compostable Warning"", ""Unit Count"": ""60 Count"", ""Number of Items"": ""2"", ""Product Dimensions"": ""4.6 x 3.75 x 5.5 inches; 14.4 Ounces"", ""Item model number"": ""1024734"", ""UPC"": ""815921024734"", ""Manufacturer"": ""Yes To Inc."", ""Country of Origin"": ""USA"", ""Domestic Shipping"": ""Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues."", ""International Shipping"": ""This item can be shipped to select countries outside of the U.S.  Learn More""}",B079NV9PBG,,,
All Beauty,Fog-free Dental Mirror and 4 Pieces of Stainless Steel Dental Pick Professional Oral Care Kit for Family including Dogs Oral Care,3.8,29,[],[],None,"{'hi_res': array(['https://m.media-amazon.com/images/I/71Smx4+CcGL._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/71igkedD9sL._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/71TRn+gVIKL._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/71WU1qrzmRL._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/7156kUjKZoL._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/71zoKHRncjL._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/71Jwege4HCL._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/717CVXoeIHL._SL1500_.jpg'],
      dtype=object), 'large': array(['https://m.media-amazon.com/images/I/41UVPPkFusL.jpg',
       'https://m.media-amazon.com/images/I/41QutiV34ZL.jpg',
       'https://m.media-amazon.com/images/I/41ffD069GlL.jpg',
       'https://m.media-amazon.com/images/I/41MINjHg5GL.jpg',
       'https://m.media-amazon.com/images/I/31fr8AD5nNL.jpg',
       'https://m.media-amazon.com/images/I/41j22H+ORIL.jpg',
       'https://m.media-amazon.com/images/I/41-Koomdy4L.jpg',
       'https://m.media-amazon.com/images/I/41Ts6NtHozL.jpg'],
      dtype=object), 'thumb': array(['https://m.media-amazon.com/images/I/41UVPPkFusL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/41QutiV34ZL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/41ffD069GlL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/41MINjHg5GL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/31fr8AD5nNL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/41j22H+ORIL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/41-Koomdy4L._SS40_.jpg',
       'https://m.media-amazon.com/images/I/41Ts6NtHozL._SS40_.jpg'],
      dtype=object), 'variant': array(['MAIN', 'PT01', 'PT02', 'PT03', 'PT04', 'PT05', 'PT06', 'PT07'],
      dtype=object)}","{'title': array([], dtype=object), 'url': array([], dtype=object), 'user_id': array([], dtype=object)}",Sunrise glow,[],"{""Package Dimensions"": ""8.15 x 2.4 x 1.3 inches; 4.23 Ounces""}",B08QYW2FJ2,,,
All Beauty,"Veta – Lash and Eyebrow Serum – 2-in-1 Lash & Brow Pen – Produces Longer, Healthier, Denser Lashes and Thicker Brows – Eyelash Serum – Boosts Skin Collagen – Drug-Free Formula - 1 fl oz.",3.4,51,[],[],24.0,"{'hi_res': array(['https://m.media-amazon.com/images/I/81ulE8PvlqL._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/81QT-pGnR7L._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/61cxgozNAYL._SL1000_.jpg',
       'https://m.media-amazon.com/images/I/81uThIjJapL._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/81q0z8p8h6L._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/81ZzOdQPyNL._SL1500_.jpg'],
      dtype=object), 'large': array(['https://m.media-amazon.com/images/I/516ExDVevML.jpg',
       'https://m.media-amazon.com/images/I/51Ks64VD7HL.jpg',
       'https://m.media-amazon.com/images/I/516htHArk6L.jpg',
       'https://m.media-amazon.com/images/I/41Dy1yB0mjL.jpg',
       'https://m.media-amazon.com/images/I/41BHEWuaVbL.jpg',
       'https://m.media-amazon.com/images/I/51NTsMR0wFL.jpg'],
      dtype=object), 'thumb': array(['https://m.media-amazon.com/images/I/516ExDVevML._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51Ks64VD7HL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/516htHArk6L._SS40_.jpg',
       'https://m.media-amazon.com/images/I/41Dy1yB0mjL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/41BHEWuaVbL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51NTsMR0wFL._SS40_.jpg'],
      dtype=object), 'variant': array(['MAIN', 'PT01', 'PT02', 'PT03', 'PT05', 'PT06'], dtype=object)}","{'title': array([], dtype=object), 'url': array([], dtype=object), 'user_id': array([], dtype=object)}",Veta,[],"{""Color"": ""Silver, Black"", ""Brand"": ""Veta"", ""Item Form"": ""lotion"", ""Skin Type"": ""All"", ""Package Information"": ""Tube"", ""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""5.2 x 1.61 x 1.57 inches; 1.13 Ounces"", ""UPC"": ""861121002645""}",B07DQ6NG1H,,,
All Beauty,Professional Tattoo Stencil +100 Self-adhesive Temporary Tattoo Templates for Henna/Airbrush/Face paint/Glitter,4.1,33,[],[],9.99,"{'hi_res': array(['https://m.media-amazon.com/images/I/71enEO4WD+L._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/71k04NsqQfL._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/91kNndBjTpL._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/71BSu46fuJL._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/71Lp1QL-EvL._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/81FawRxAMsL._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/81B8oKxJ8RL._SL1500_.jpg'],
      dtype=object), 'large': array(['https://m.media-amazon.com/images/I/51awhwS7fjL.jpg',
       'https://m.media-amazon.com/images/I/41zeBn9zujL.jpg',
       'https://m.media-amazon.com/images/I/61MoDvODykL.jpg',
       'https://m.media-amazon.com/images/I/51IBIewD0ZL.jpg',
       'https://m.media-amazon.com/images/I/51wZwOvWThL.jpg',
       'https://m.media-amazon.com/images/I/51IgXHQvPXL.jpg',
       'https://m.media-amazon.com/images/I/5195MQBSI0L.jpg'],
      dtype=object), 'thumb': array(['https://m.media-amazon.com/images/I/51awhwS7fjL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/41zeBn9zujL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/61MoDvODykL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51IBIewD0ZL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51wZwOvWThL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51IgXHQvPXL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/5195MQBSI0L._SS40_.jpg'],
      dtype=object), 'variant': array(['MAIN', 'PT01', 'PT02', 'PT03', 'PT04', 'PT05', 'PT07'],
      dtype=object)}","{'title': array(['Tiebeauty  Temporary Henna Tattoo Stencil Kit',
       'Henna Tattoo Stencil for Adults and Kids',
       'Obsessed #henna #beauty #glowup ', 'henna stencils kit',
       'henna tattoo kit stencil'], dtype=object), 'url': array(['https://www.amazon.com/vdp/0cec056db4bb4bb6ade7994f79990fe1?ref=dp_vse_rvc_0',
       'https://www.amazon.com/vdp/0ba184336bc945a28ea5361a5d619fd8?ref=dp_vse_rvc_1',
       'https://www.amazon.com/vdp/011ad47127c84b47badca0742ae16f2e?ref=dp_vse_rvc_2',
       'https://www.amazon.com/vdp/901d069237534700b907c8b185e20b4b?ref=dp_vse_rvc_3',
       'https://www.amazon.com/vdp/037aa4f6fc9c4595bae9eb9fb640f043?ref=dp_vse_rvc_4'],
      dtype=object), 'user_id': array(['', '', '/shop/angelaceciliani', '', ''], dtype=object)}",Gilded Girl,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Product Dimensions"": ""10.5 x 8.5 x 0.5 inches; 4.37 Ounces"", ""UPC"": ""704715526281"", ""Manufacturer"": ""Nanjari Logistics Solutions, LLC""}",B0759TRR58,,,
All Beauty,EASYDEW Fill Up Volume Spot 0.67 fl oz -Anti-Aging Filler Spot Good for Topical Wrinkle Care with Hyaluronic Acid I Moisturizer with Instant Filling Effect and Skin Renewal | For Topical Area,4.1,68,[],[],None,"{'hi_res': array(['https://m.media-amazon.com/images/I/51TfKENF9UL._SL1200_.jpg',
       'https://m.media-amazon.com/images/I/61SKTtbWFqS._SL1200_.jpg',
       'https://m.media-amazon.com/images/I/51EN7KnxcKL._SL1200_.jpg',
       'https://m.media-amazon.com/images/I/61ulvU-8fDL._SL1200_.jpg',
       'https://m.media-amazon.com/images/I/61cKVyIoqwS._SL1200_.jpg'],
      dtype=object), 'large': array(['https://m.media-amazon.com/images/I/31tRHX9JXHL.jpg',
       'https://m.media-amazon.com/images/I/410Sb3194CS.jpg',
       'https://m.media-amazon.com/images/I/41179DrgWEL.jpg',
       'https://m.media-amazon.com/images/I/41bGQbizufL.jpg',
       'https://m.media-amazon.com/images/I/41Gcwq6qpJS.jpg'],
      dtype=object), 'thumb': array(['https://m.media-amazon.com/images/I/31tRHX9JXHL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/410Sb3194CS._SS40_.jpg',
       'https://m.media-amazon.com/images/I/41179DrgWEL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/41bGQbizufL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/41Gcwq6qpJS._SS40_.jpg'],
      dtype=object), 'variant': array(['MAIN', 'PT02', 'PT03', 'PT04', 'PT05'], dtype=object)}","{'title': array(['My Experience Using This Cream for 11 Years',
       'Blurs and Fills in Fine Lines and Wrinkles',
       '10hr skin tight video ',
       'HONEST Review of Insta Tox by Serious Skincare - Watch First',
       'TIME CONTROL- FOR YOUR EYES ONLY -NO.904',
       'You need to know this before buying. Roc Retinol Face Filler',
       'Summer Beauty From Skincare to Makeup'], dtype=object), 'url': array(['https://www.amazon.com/vdp/02c087915c284941a4607015165bfb20?ref=dp_vse_rvc_0',
       'https://www.amazon.com/vdp/005738fd0e6c4c4fa942a7b229ab54c5?ref=dp_vse_rvc_1',
       'https://www.amazon.com/vdp/03d5d70904574cbc8c3cb193d6b11680?ref=dp_vse_rvc_2',
       'https://www.amazon.com/vdp/0da91a628a2d4a9f82a97b6a27efca55?ref=dp_vse_rvc_3',
       'https://www.amazon.com/vdp/a9042ce6a24745b0a3fedc2235ac0798?ref=dp_vse_rvc_4',
       'https://www.amazon.com/vdp/0e8d8550a1c343faa7889208054148e8?ref=dp_vse_rvc_5',
       'https://www.amazon.com/vdp/0f672ea1e7aa4c0ea20c110702f3b4c7?ref=dp_vse_rvc_6'],
      dtype=object), 'user_id': array(['/shop/katieromeoart', '/shop/jennbeautystyleover50', '',
       '/shop/jasonalex28', '', '/shop/samifamily',
       '/shop/jennbeautystyleover50'], dtype=object)}",EASYDEW,[],"{""Brand"": ""EASYDEW"", ""Scent"": ""Aloe Vera"", ""Item Form"": ""Cream"", ""Active Ingredients"": ""Hyaluronic acid"", ""Number of Items"": ""1"", ""Product Dimensions"": ""1.46 x 0.91 x 5.71 inches; 1.41 Ounces""}",B07VDCD17L,,,
All Beauty,100% Handmade 3D Mink False Eyelashes Natural Long Siberian Mink Fur Fake Eyelashes,4.0,148,[],[],None,"{'hi_res': array(['https://m.media-amazon.com/images/I/61+WvLbDGAL._SL1000_.jpg',
       'https://m.media-amazon.com/images/I/61XoiGsAMdL._SL1000_.jpg',
       'https://m.media-amazon.com/images/I/51mlOWuT73L._SL1000_.jpg',
       'https://m.media-amazon.com/images/I/51sbgcQ0WHL._SL1000_.jpg',
       'https://m.media-amazon.com/images/I/51zGcm7lJ3L._SL1000_.jpg',
       'https://m.media-amazon.com/images/I/610n38Ds2PL._SL1000_.jpg',
       'https://m.media-amazon.com/images/I/618Z67F4BwL._SL1000_.jpg',
       'https://m.media-amazon.com/images/I/519ZwnjSphL._SL1000_.jpg',
       'https://m.media-amazon.com/images/I/61JWbv08wVL._SL1000_.jpg'],
      dtype=object), 'large': array(['https://m.media-amazon.com/images/I/51uI7kBk7bL.jpg',
       'https://m.media-amazon.com/images/I/41YtLNOOKYL.jpg',
       'https://m.media-amazon.com/images/I/41xnQcqDrcL.jpg',
       'https://m.media-amazon.com/images/I/41nd5DhGY7L.jpg',
       'https://m.media-amazon.com/images/I/318-fEbGAKL.jpg',
       'https://m.media-amazon.com/images/I/41E8jD7BmQL.jpg',
       'https://m.media-amazon.com/images/I/41y2LsXJoPL.jpg',
       'https://m.media-amazon.com/images/I/41xnHW5D7JL.jpg',
       'https://m.media-amazon.com/images/I/41p5lwhuYsL.jpg'],
      dtype=object), 'thumb': array(['https://m.media-amazon.com/images/I/51uI7kBk7bL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/41YtLNOOKYL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/41xnQcqDrcL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/41nd5DhGY7L._SS40_.jpg',
       'https://m.media-amazon.com/images/I/318-fEbGAKL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/41E8jD7BmQL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/41y2LsXJoPL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/41xnHW5D7JL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/41p5lwhuYsL._SS40_.jpg'],
      dtype=object), 'variant': array(['MAIN', 'PT01', 'PT02', 'PT03', 'PT04', 'PT05', 'PT06', 'PT07',
       'PT08'], dtype=object)}","{'title': array([], dtype=object), 'url': array([], dtype=object), 'user_id': array([], dtype=object)}",Sam&Helen,[],"{""Brand"": ""Sam&Helen"", ""Material"": ""Mink Fur"", ""Item Dimensions LxWxH"": ""4.72 x 2.36 x 0.79 inches"", ""Material Feature"": ""Siberian"", ""Item Form"": ""Pair"", ""Is Discontinued By Manufacturer"": ""No"", ""Product Dimensions"": ""4.72 x 2.36 x 0.79 inches; 1.12 Ounces"", ""Item model number"": ""D008"", ""UPC"": ""712962659614""}",B06XHXGSKX,,,
All Beauty,"The Crème Shop Korean Skin Care | But First, Water Face Moisturizer Hyaluronic Acid Water Cream for All Skin - Vitamin C, Nature, Hydrate, Smooth, Anti Aging, Acne Treatment Face Moisturizer for all skin types",4.6,91,[],[],None,"{'hi_res': array(['https://m.media-amazon.com/images/I/716aQKW0XAL._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/61oa2gIpNdL._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/71TLQg9sgTL._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/81lAjp7KVeL._SL1500_.jpg'],
      dtype=object), 'large': array(['https://m.media-amazon.com/images/I/31B9t-O2F9L.jpg',
       'https://m.media-amazon.com/images/I/41gR5KvhdjL.jpg',
       'https://m.media-amazon.com/images/I/4159Ote9BmL.jpg',
       'https://m.media-amazon.com/images/I/41MybjtO6dL.jpg'],
      dtype=object), 'thumb': array(['https://m.media-amazon.com/images/I/31B9t-O2F9L._SS40_.jpg',
       'https://m.media-amazon.com/images/I/41gR5KvhdjL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/4159Ote9BmL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/41MybjtO6dL._SS40_.jpg'],
      dtype=object), 'variant': array(['MAIN', 'PT01', 'PT02', 'PT03'], dtype=object)}","{'title': array([], dtype=object), 'url': array([], dtype=object), 'user_id': array([], dtype=object)}",The Crème Shop,[],"{""Brand"": ""The Cr\u00e8me Shop"", ""Scent"": ""Citrus,Lemon"", ""Item Form"": ""Cream"", ""Active Ingredients"": ""disodium edta,glycerin,hyaluronic acid,lemon,sodium hyaluronate,vitamin c"", ""Unit Count"": ""2.02 Fl Oz""}",B0842Z95FV,,,
